City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Marsabit,KE,2.33,37.99,67.23,83,87,11.5,moderate rain
349,Kamaishi,JP,39.27,141.88,54.61,74,96,3.47,overcast clouds
350,Santiago,CL,-33.46,-70.65,78.8,24,0,9.17,clear sky
351,Mayumba,GA,-3.43,10.66,76.69,90,12,3.76,few clouds
352,Homer,US,59.64,-151.55,28.4,21,90,14.99,overcast clouds
353,Buba,GW,11.58,-15.0,78.21,80,0,5.55,clear sky
354,Dedza,MW,-14.38,34.33,64.74,77,57,5.97,broken clouds
355,Fairbanks,US,64.84,-147.72,-5.8,76,75,2.1,mist
356,Akyab,MM,20.15,92.9,78.6,84,90,4.61,overcast clouds
357,Neiafu,TO,-18.65,-173.98,80.6,78,40,13.87,scattered clouds
358,Norman Wells,CA,65.28,-126.83,8.6,84,90,8.05,light snow
359,Tessalit,ML,20.2,1.01,73.98,20,100,11.01,overcast clouds
360,Mandla,IN,22.6,80.38,62.56,48,11,3.04,few clouds
361,Husavik,IS,66.04,-17.34,41.0,52,75,4.7,broken clouds
362,Paciran,ID,-6.88,112.38,78.73,83,100,6.58,overcast clouds
363,Nuuk,GL,64.18,-51.72,23.0,53,40,18.34,scattered clouds
364,Uyuni,BO,-20.46,-66.83,58.53,19,0,10.4,clear sky
365,Pestyaki,RU,56.71,42.67,35.6,94,68,5.23,broken clouds
366,Krems,AT,48.41,15.61,61.0,93,96,5.55,overcast clouds
367,Houma,US,29.6,-90.72,66.2,32,1,14.99,clear sky
368,Beisfjord,NO,68.38,17.6,44.6,93,100,34.45,light rain
369,Rundu,NA,-17.93,19.77,71.98,62,74,6.67,broken clouds
370,Baiyin,CN,36.56,104.21,45.0,68,0,4.47,clear sky
371,Coihaique,CL,-45.58,-72.07,62.6,48,0,4.7,clear sky
372,Bundaberg,AU,-24.85,152.35,69.8,68,60,10.29,broken clouds
373,Talakan,RU,50.32,130.37,21.42,92,100,11.54,overcast clouds
374,Byron Bay,AU,-28.65,153.62,66.2,63,90,12.75,overcast clouds
375,San Cristobal,VE,7.77,-72.22,71.83,88,91,0.6,light rain
376,Hasaki,JP,35.73,140.83,57.2,100,75,4.7,light intensity shower rain
377,Ugoofaaru,MV,5.67,73.0,82.49,74,21,6.8,light rain
378,Farsund,NO,58.09,6.8,51.01,83,79,17.4,light rain
379,Severo-Kurilsk,RU,50.68,156.12,43.74,82,100,25.72,light rain
380,Manadhoo,MV,5.77,73.38,82.17,74,24,5.17,light rain
381,Simao,CN,22.79,100.97,62.46,95,95,2.17,overcast clouds
382,Isla Vista,US,34.41,-119.86,86.0,77,75,6.93,fog
383,Zaysan,KZ,47.47,84.87,36.23,74,95,2.26,overcast clouds
384,Coos Bay,US,43.37,-124.22,64.99,93,75,5.82,broken clouds
385,Sinop,TR,41.77,34.87,45.86,74,9,5.32,clear sky
386,Aviles,ES,43.55,-5.92,57.0,93,75,8.05,broken clouds
387,Picos,BR,-7.08,-41.47,74.44,91,100,4.34,light rain
388,Mission Viejo,US,33.6,-117.67,79.0,50,0,6.55,clear sky
389,Lakes Entrance,AU,-37.88,147.98,71.01,72,5,1.01,clear sky
390,Cabo San Lucas,MX,22.89,-109.91,88.0,58,20,10.29,few clouds
391,Longmont,US,40.17,-105.1,77.0,10,1,4.7,clear sky
392,Ussel,FR,45.55,2.32,53.01,55,96,2.08,light rain
393,Souillac,MU,-20.52,57.52,69.8,73,75,4.7,shower rain
394,La Ronge,CA,55.1,-105.28,44.6,65,71,5.82,broken clouds
395,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,41.0,93,40,11.18,scattered clouds
396,Lavrentiya,RU,65.58,-171.0,20.53,87,0,3.27,clear sky
397,Road Town,VG,18.42,-64.62,84.2,74,40,11.41,scattered clouds
398,Takoradi,GH,4.88,-1.76,78.42,86,100,4.36,overcast clouds
399,Havelock,US,34.88,-76.9,50.0,37,1,10.29,clear sky
400,San Carlos Del Zulia,VE,9.0,-71.91,83.53,73,73,4.34,broken clouds
401,Rorvik,NO,64.86,11.24,46.4,75,40,19.46,shower rain
402,Beringovskiy,RU,63.05,179.32,26.38,93,81,5.37,broken clouds
403,Stralsund,DE,54.31,13.08,57.99,92,60,1.01,light rain
404,Casambalangan,PH,18.38,122.13,77.86,81,100,10.38,light rain
405,Komsomolskiy,UZ,40.43,71.72,44.6,39,0,6.93,clear sky
406,Vila Velha,BR,-20.33,-40.29,73.4,53,75,13.87,broken clouds
407,Bani Walid,LY,31.76,13.99,62.04,74,0,7.11,clear sky
408,Pavelets,RU,53.79,39.25,39.99,88,100,10.8,overcast clouds
409,Oranjemund,NA,-28.55,16.43,61.75,89,57,11.59,broken clouds
410,Sao Mateus,BR,-18.72,-39.86,68.47,80,33,8.88,scattered clouds
411,Ixtapa,MX,20.7,-105.2,86.0,70,5,11.41,clear sky
412,Parati,BR,-23.22,-44.71,68.0,60,75,8.05,broken clouds
413,Povenets,RU,62.85,34.83,43.47,84,100,22.15,light rain
414,Naze,JP,28.37,129.48,75.2,73,75,23.04,broken clouds
415,Torrington,US,41.8,-73.12,36.0,61,2,8.01,clear sky
416,Visegrad,BA,43.78,19.3,53.6,66,100,2.24,overcast clouds
417,Evensk,RU,61.95,159.23,25.74,97,100,5.1,overcast clouds
418,Puerto Leguizamo,CO,-0.19,-74.78,83.53,73,76,0.63,broken clouds
419,Bousse,BF,12.66,-1.89,82.4,42,68,3.36,broken clouds
420,Sungairaya,ID,0.7,108.9,78.39,86,93,4.14,overcast clouds
421,Sumbe,AO,-11.21,13.84,77.43,86,86,5.35,overcast clouds
422,Tarn Taran,IN,31.45,74.93,62.6,82,0,1.45,mist
423,Noshiro,JP,40.2,140.02,48.2,100,75,12.75,broken clouds
424,Dukat,RU,62.55,155.55,10.65,96,100,3.4,overcast clouds
425,Noumea,NC,-22.28,166.46,82.99,65,0,2.24,clear sky
426,Whitehorse,CA,60.72,-135.05,3.2,65,20,8.05,few clouds
427,Yelkhovka,RU,53.87,50.28,32.0,89,52,4.47,broken clouds
428,Juegang,CN,32.32,121.19,55.99,99,3,15.97,clear sky
429,Quang Ngai,VN,15.12,108.8,72.39,86,94,6.51,light rain
430,Camacha,PT,33.08,-16.33,69.8,77,40,12.75,scattered clouds
431,Manta,EC,-0.95,-80.73,78.8,69,40,13.87,scattered clouds
432,Kargasok,RU,59.06,80.86,28.96,99,100,4.88,overcast clouds
433,Ati,TD,13.22,18.34,86.92,22,67,14.79,broken clouds
434,Lajeado,BR,-29.47,-51.96,66.99,70,2,5.01,clear sky
435,Baykit,RU,61.67,96.37,20.93,94,91,6.17,overcast clouds
436,Gorontalo,ID,0.54,123.06,75.29,72,93,2.28,light rain
437,Bardiyah,LY,31.76,25.09,68.31,63,41,7.49,scattered clouds
438,Shakiso,ET,5.75,38.92,55.58,94,0,3.0,clear sky
439,Mokhsogollokh,RU,61.47,128.92,-10.88,90,0,2.57,clear sky
440,Dzhebariki-Khaya,RU,62.22,135.8,-13.4,87,0,3.36,clear sky
441,Budingen,DE,50.3,9.12,55.99,83,76,1.01,moderate rain
442,Teya,RU,60.38,92.63,23.65,95,92,5.37,overcast clouds
443,Harper,LR,4.38,-7.72,78.15,86,41,3.42,scattered clouds
444,La Asuncion,VE,11.03,-63.86,84.2,74,76,18.34,broken clouds
445,Vredendal,ZA,-31.67,18.5,73.35,34,35,3.18,scattered clouds
446,Lima,PE,-12.04,-77.03,68.0,72,20,8.05,few clouds
447,Boa Vista,BR,2.82,-60.67,89.6,49,20,3.36,few clouds
448,Port-Cartier,CA,50.03,-66.87,30.99,86,100,18.34,overcast clouds
449,Great Yarmouth,GB,52.61,1.73,48.99,86,7,1.99,clear sky
450,Verkhnyaya Inta,RU,65.98,60.31,31.5,98,100,20.4,overcast clouds
451,Krasnoselkup,RU,65.7,82.47,17.89,97,96,12.84,overcast clouds
452,Shimanovsk,RU,52.0,127.7,10.99,87,95,13.71,overcast clouds
453,Poso,ID,-1.4,120.75,79.0,74,90,3.6,overcast clouds
454,Alofi,NU,-19.06,-169.92,80.6,78,75,20.8,broken clouds
455,Korampallam,IN,8.77,78.1,81.39,69,0,2.48,clear sky
456,Poum,NC,-20.23,164.02,77.58,77,99,3.09,moderate rain
457,Villa Alemana,CL,-33.04,-71.37,60.8,87,75,11.41,broken clouds
458,Lalin,ES,42.72,-8.12,46.4,100,0,0.76,clear sky
459,Piacabucu,BR,-10.41,-36.43,77.7,86,58,8.84,light rain
460,Itoman,JP,26.12,127.67,73.4,83,75,18.34,light intensity shower rain
461,Barras,BR,-4.24,-42.29,81.82,71,99,1.21,moderate rain
462,Storforshei,NO,66.4,14.52,46.0,93,75,12.75,broken clouds
463,Banjar,ID,-8.19,114.97,76.42,70,97,3.8,overcast clouds
464,Cap Malheureux,MU,-19.98,57.61,69.01,73,16,3.0,few clouds
465,Nouadhibou,MR,20.93,-17.03,75.2,50,13,19.46,few clouds
466,Yumen,CN,40.28,97.2,36.27,67,0,10.47,clear sky
467,Nebbi,UG,2.48,31.09,68.41,76,91,3.36,overcast clouds
468,Ipixuna,BR,-1.76,-48.8,84.2,74,0,10.29,clear sky
469,Mahajanga,MG,-15.72,46.32,77.0,83,40,5.82,scattered clouds
470,Paris,FR,48.85,2.35,52.0,76,0,11.41,clear sky
471,Cap-Aux-Meules,CA,47.38,-61.86,46.4,70,73,29.97,broken clouds
472,Nishihara,JP,26.18,127.76,73.4,94,90,11.41,mist
473,Caconda,AO,-13.73,15.07,62.8,88,100,6.89,light rain
474,Eyl,SO,7.98,49.82,80.13,73,13,18.07,few clouds
475,Hovd,MN,48.01,91.64,26.92,78,30,2.3,scattered clouds
476,Antequera,ES,37.02,-4.56,64.99,93,20,1.12,mist
477,Tateyama,JP,34.98,139.87,60.8,93,75,3.36,light intensity shower rain
478,Tungor,RU,53.38,142.96,31.1,95,0,9.86,clear sky
479,Shubarkuduk,KZ,49.14,56.49,46.11,53,1,9.71,clear sky
480,A Coruna,ES,43.37,-8.4,55.0,100,20,4.7,few clouds
481,Shubarshi,KZ,48.59,57.19,46.11,52,21,8.88,few clouds
482,Tuatapere,NZ,-46.13,167.68,57.99,74,62,1.99,broken clouds
483,Beira,MZ,-19.84,34.84,77.0,78,20,8.05,few clouds
484,Colares,PT,38.8,-9.45,62.01,93,100,11.01,overcast clouds
485,Ambilobe,MG,-13.2,49.05,71.74,69,53,5.48,broken clouds
486,Awbari,LY,26.59,12.78,61.74,52,2,6.26,clear sky
487,Igarka,RU,67.47,86.58,12.7,96,98,9.13,light snow
488,Ocumare Del Tuy,VE,10.12,-66.78,75.0,94,98,2.57,moderate rain
489,Saint Anthony,US,45.02,-93.22,60.8,41,1,5.82,clear sky
490,Wuwei,CN,37.93,102.64,36.99,67,66,1.74,broken clouds
491,Acapulco,MX,16.86,-99.89,86.0,79,20,11.41,few clouds
492,Kukuna,SL,9.4,-12.67,77.07,87,25,3.76,scattered clouds
493,Makakilo City,US,21.35,-158.09,86.0,65,40,10.29,scattered clouds
494,Fairfield,US,41.27,-73.32,39.0,40,1,16.11,clear sky
495,Channel-Port Aux Basques,CA,47.57,-59.14,51.85,74,89,33.42,overcast clouds
496,Lermontovka,RU,47.15,134.34,26.33,88,98,9.89,overcast clouds
497,Vardo,NO,70.37,31.11,37.4,86,75,29.97,broken clouds
498,Markdorf,DE,47.72,9.4,59.0,93,98,1.12,overcast clouds
499,Vikhorevka,RU,56.12,101.16,24.8,92,100,2.24,overcast clouds
500,Adrar,MR,20.5,-10.07,82.67,16,100,10.63,overcast clouds
501,Aktash,RU,50.3,87.73,17.22,83,100,3.33,overcast clouds
502,Saint-Leu,RE,-21.15,55.28,69.8,56,90,4.7,overcast clouds
503,Paamiut,GL,61.99,-49.67,31.46,84,100,18.9,overcast clouds
504,Mandalgovi,MN,45.76,106.27,23.54,78,0,8.03,clear sky
505,Zhoukou,CN,33.63,114.63,48.04,45,49,5.19,scattered clouds
506,Cannington,AU,-32.02,115.95,60.01,93,75,3.36,broken clouds
507,Gat,IL,31.61,34.76,69.01,90,1,3.42,clear sky
508,Fortuna,US,40.6,-124.16,50.0,93,40,13.87,scattered clouds
509,Chake Chake,TZ,-5.25,39.77,77.38,81,21,9.19,few clouds
510,Provideniya,RU,64.38,-173.3,30.2,68,75,11.18,broken clouds
511,Kurilsk,RU,45.23,147.88,47.34,86,99,14.5,light rain
512,Nanortalik,GL,60.14,-45.24,30.87,86,84,9.46,broken clouds
513,Victor Harbor,AU,-35.57,138.62,81.0,39,47,4.0,scattered clouds
514,Vila Franca Do Campo,PT,37.72,-25.43,62.6,63,75,9.17,broken clouds
515,Carnduff,CA,49.17,-101.8,59.11,38,0,10.0,clear sky
516,Sobolevo,RU,54.43,31.9,43.9,92,95,5.7,overcast clouds
517,Tshela,CD,-4.98,12.93,74.23,95,66,0.92,broken clouds
518,Rute,ES,37.33,-4.37,64.99,71,0,1.77,clear sky
519,Salinopolis,BR,-0.61,-47.36,80.96,78,0,9.26,clear sky
520,Ravar,IR,31.27,56.81,50.65,48,0,2.3,clear sky
521,Port Lincoln,AU,-34.73,135.87,75.45,30,88,17.78,overcast clouds
522,Mercedes,AR,-34.65,-59.43,71.01,30,8,1.01,clear sky
523,Teahupoo,PF,-17.83,-149.27,87.8,58,40,16.11,scattered clouds
524,Antofagasta,CL,-23.65,-70.4,62.6,67,40,17.22,scattered clouds
525,Lukovetskiy,RU,64.3,41.92,30.2,86,90,15.66,overcast clouds
526,Asmara,ER,15.33,38.93,55.15,77,2,4.45,clear sky
527,Dire,ML,12.28,-10.97,78.15,43,0,2.26,clear sky
528,Entebbe,UG,0.06,32.45,73.4,83,20,5.82,few clouds
529,Beloha,MG,-25.17,45.05,68.32,82,0,11.63,clear sky
530,Chibuto,MZ,-24.69,33.53,68.92,77,25,5.55,scattered clouds
531,Axim,GH,4.87,-2.24,78.15,86,100,4.12,light rain
532,Iskateley,RU,67.68,53.15,30.31,96,100,11.25,overcast clouds
533,Pontes E Lacerda,BR,-15.23,-59.34,83.08,44,50,2.24,scattered clouds
534,Port Hedland,AU,-20.32,118.57,68.0,88,0,6.93,clear sky
535,Rosarito,MX,32.33,-117.03,75.2,38,5,8.05,clear sky
536,Caraquet,CA,47.79,-64.94,33.8,100,99,20.8,moderate rain
537,Mizdah,LY,31.45,12.98,56.32,59,0,3.62,clear sky
538,Katangli,RU,51.71,143.23,32.9,93,69,4.88,broken clouds
539,Wakkanai,JP,45.41,141.67,44.51,59,55,18.14,broken clouds
540,Scandiano,IT,44.6,10.69,54.0,90,59,3.11,broken clouds
541,Leesburg,US,39.12,-77.56,45.0,36,1,12.75,clear sky
542,Chatham,GB,51.38,0.53,48.99,72,0,5.01,clear sky
543,Hastings,GB,50.86,0.57,50.0,65,0,4.0,clear sky
544,Alekseyevka,RU,50.63,38.69,49.23,85,100,8.46,overcast clouds
545,Mocuba,MZ,-16.84,36.99,72.59,80,100,2.46,overcast clouds
546,Yuxia,CN,34.06,108.63,51.01,65,0,4.47,clear sky
547,Zhoucheng,CN,35.91,116.31,40.73,55,0,2.71,clear sky
548,Porto Murtinho,BR,-21.7,-57.88,79.3,49,72,0.56,broken clouds
549,Nichinan,JP,31.6,131.37,59.0,82,40,11.41,scattered clouds
550,Odweyne,SO,9.41,45.06,68.99,61,0,6.2,clear sky
551,Kirakira,SB,-10.45,161.92,77.5,91,100,11.01,moderate rain
552,Yashan,CN,22.2,109.94,61.88,68,70,7.09,broken clouds
553,Abalak,RU,58.13,68.59,23.68,98,22,5.39,few clouds
554,Beyneu,KZ,45.32,55.2,51.73,42,7,16.33,clear sky
555,Zeya,RU,53.75,127.27,13.5,86,100,6.31,overcast clouds
556,Barcelos,PT,41.54,-8.62,55.4,76,0,10.29,clear sky
557,Pryozerne,UA,45.27,36.33,53.37,83,93,4.81,overcast clouds
558,Marzuq,YE,14.4,46.47,60.24,32,0,1.45,clear sky
559,Basoko,CD,1.24,23.62,71.06,94,100,1.72,light rain
560,Boyolangu,ID,-8.12,111.89,75.43,86,44,1.05,scattered clouds
561,Chhabra,IN,24.67,76.83,65.16,27,0,3.98,clear sky
562,General Roca,AR,-39.03,-67.58,87.8,23,98,1.12,overcast clouds
563,Chumikan,RU,54.72,135.31,15.3,95,100,19.06,snow
564,Torbay,CA,47.67,-52.73,55.4,100,90,46.08,moderate rain
565,Portland,US,45.52,-122.68,68.0,39,1,3.36,clear sky
566,Pacific Grove,US,36.62,-121.92,77.0,68,1,4.7,clear sky
567,Cayenne,GF,4.93,-52.33,77.0,100,90,2.24,overcast clouds
568,Bara,NG,10.37,10.73,79.0,31,74,8.88,broken clouds
569,Pedro Betancourt,CU,22.73,-81.29,78.8,100,75,16.11,broken clouds
570,Merrill,US,45.18,-89.68,50.0,45,1,8.05,clear sky
571,Araouane,ML,18.9,-3.53,84.51,15,100,8.5,overcast clouds
572,Port Macquarie,AU,-31.43,152.92,68.0,61,81,1.99,broken clouds
573,Itagiba,BR,-14.28,-39.84,68.54,92,99,3.11,light rain
574,Aklavik,CA,68.22,-135.01,1.4,77,100,3.36,overcast clouds
575,Riobamba,EC,-1.67,-78.63,75.2,78,75,4.7,shower rain
576,Vysokogornyy,RU,50.12,139.15,22.21,92,68,12.62,broken clouds
577,Katherine,AU,-14.47,132.27,80.6,57,88,6.73,overcast clouds
578,Alihe,CN,50.57,123.72,11.53,79,0,9.51,clear sky
579,Vermilion,US,40.17,-87.75,48.99,34,1,11.41,clear sky
580,Caraballeda,VE,10.61,-66.85,75.0,94,57,9.51,light rain
581,Chateauroux,FR,46.82,1.7,53.6,93,100,8.05,light rain
582,Labytnangi,RU,66.66,66.42,22.8,96,39,6.8,scattered clouds
583,Sakaiminato,JP,35.55,133.23,46.4,100,40,4.7,fog
584,Kiama,AU,-34.68,150.87,63.0,82,20,1.99,few clouds
585,Cibeureum,ID,-7.36,108.27,70.5,94,98,1.74,overcast clouds
586,Doka,SD,13.52,35.77,80.98,34,32,3.38,scattered clouds
587,Kutum,SD,14.2,24.67,72.75,30,43,17.18,scattered clouds
588,Ust-Ishim,RU,57.69,71.17,28.02,98,91,4.29,overcast clouds
589,Canutama,BR,-6.53,-64.38,85.01,61,88,1.74,overcast clouds
590,Broken Hill,AU,-31.95,141.43,73.4,28,0,10.29,clear sky
591,Emilio Carranza,MX,19.97,-96.61,73.51,63,79,18.77,broken clouds
592,Saint-Denis,FR,48.92,2.33,52.0,81,0,5.82,clear sky
593,Caravelas,BR,-17.71,-39.25,72.28,75,98,11.32,overcast clouds
594,Oistins,BB,13.07,-59.53,82.4,69,40,17.22,scattered clouds
595,Chatra,IN,24.22,84.87,64.4,88,40,4.81,mist
596,Umm Kaddadah,SD,13.6,26.69,81.54,26,0,21.99,clear sky
597,Raudeberg,NO,61.99,5.14,46.0,81,75,11.41,broken clouds
598,Talara,PE,-4.58,-81.27,65.8,78,14,14.16,few clouds
599,Tosham,IN,28.88,75.92,64.63,24,0,4.16,clear sky
600,Jiayuguan,CN,39.82,98.3,35.96,66,0,8.57,clear sky
601,Luwuk,ID,-0.95,122.79,77.9,55,82,2.59,moderate rain
602,Barguzin,RU,53.62,109.62,16.88,82,85,2.98,overcast clouds
603,Riyadh,SA,24.69,46.72,68.0,34,0,3.36,clear sky
604,Launceston,AU,-41.45,147.17,62.01,82,77,9.17,broken clouds
605,Gamba,GA,-2.65,10.0,75.09,91,15,3.04,few clouds
606,Sur,OM,22.57,59.53,68.97,52,0,0.4,clear sky
607,Yantal,RU,56.85,105.25,25.57,91,100,7.83,overcast clouds
608,Praia Da Vitoria,PT,38.73,-27.07,62.6,67,75,12.75,broken clouds
609,Kamariotissa,GR,40.48,25.47,53.6,87,20,2.21,few clouds
610,Kupang,ID,-10.17,123.58,80.11,70,99,4.92,overcast clouds
611,Afua,BR,-0.16,-50.39,83.53,67,77,7.85,broken clouds
612,Acarau,BR,-2.89,-40.12,80.67,78,5,12.95,clear sky
613,Bonavista,CA,48.65,-53.11,55.4,100,100,21.92,light rain
614,Kununurra,AU,-15.77,128.73,77.0,88,26,3.36,scattered clouds
615,Mongo,TD,12.18,18.69,86.52,28,99,3.98,overcast clouds
616,Peniche,PT,39.36,-9.38,61.0,79,100,15.99,light rain
617,Nabire,ID,-3.37,135.48,77.63,89,52,3.36,broken clouds
618,Pemangkat,ID,1.17,108.97,77.36,89,100,5.68,light rain
619,Mangrol,IN,21.12,70.12,78.39,39,0,12.08,clear sky
620,Turukhansk,RU,65.82,87.98,14.94,97,100,8.5,light snow
621,Prince Rupert,CA,54.32,-130.32,55.4,76,40,17.22,scattered clouds
622,Ahipara,NZ,-35.17,173.17,66.56,80,100,13.87,overcast clouds
623,Goderich,CA,43.75,-81.72,44.6,52,100,23.04,overcast clouds
624,Manzanillo,CU,20.34,-77.12,81.48,78,100,8.37,overcast clouds
625,Ust-Nera,RU,64.57,143.2,-18.04,77,0,2.28,clear sky
626,Renqiu,CN,38.7,116.09,35.44,59,0,3.53,clear sky
627,Sault Sainte Marie,CA,46.52,-84.33,44.6,76,90,12.75,overcast clouds
628,Pelym,RU,61.01,62.0,25.2,96,0,4.32,clear sky
629,Bud,US,39.45,-86.18,48.0,39,26,10.09,scattered clouds
630,Tautira,PF,-17.73,-149.15,87.8,58,40,16.11,scattered clouds
631,Mattru,SL,7.62,-11.83,74.61,94,62,1.77,broken clouds
632,Mananjary,MG,-21.22,48.33,66.83,83,6,4.41,clear sky
633,Empalme,MX,27.97,-110.82,98.01,51,5,11.41,clear sky
634,Katobu,ID,-4.94,122.53,74.17,89,100,3.49,light rain
635,Comrat,MD,46.3,28.66,47.44,63,89,3.2,overcast clouds
636,Ulladulla,AU,-35.35,150.47,62.01,87,20,6.93,few clouds
637,Bela,IN,25.93,81.98,66.92,26,0,4.83,clear sky
638,Atar,MR,20.52,-13.05,83.21,17,100,11.43,overcast clouds
639,Gao,ML,16.64,1.64,78.28,17,0,9.6,clear sky
640,Villa Maria,AR,-32.41,-63.24,75.99,39,1,1.99,clear sky
641,Curumani,CO,9.2,-73.54,81.9,80,98,2.44,light rain
642,Oranjestad,AW,12.52,-70.03,86.0,74,40,8.05,scattered clouds
643,Misratah,LY,32.38,15.09,69.58,62,0,4.32,clear sky
644,Hambantota,LK,6.12,81.12,77.0,100,90,1.12,overcast clouds
645,Meadow Lake,US,34.8,-106.54,68.0,25,75,4.7,broken clouds
646,Posse,BR,-14.09,-46.37,70.27,90,100,1.59,moderate rain
647,Yerbogachen,RU,61.28,108.01,23.77,98,100,8.28,light snow
648,Awjilah,LY,29.11,21.29,64.13,62,0,9.71,clear sky
649,Orlik,RU,52.52,99.83,18.93,85,100,2.39,overcast clouds
650,Rio Gallegos,AR,-51.62,-69.22,59.0,67,75,6.93,light rain
651,Newport,GB,51.59,-3.0,50.0,78,0,1.01,clear sky
652,Eenhana,NA,-17.47,16.33,87.8,8,26,6.93,scattered clouds
653,Yuci,CN,37.68,112.73,26.6,73,0,2.24,clear sky
654,Tefe,BR,-3.35,-64.71,87.8,66,40,2.24,scattered clouds
655,Kontagora,NG,10.4,5.47,77.14,40,91,2.3,overcast clouds
656,Abashiri,JP,44.02,144.27,45.0,75,100,5.99,overcast clouds
657,Carutapera,BR,-1.2,-46.02,79.65,80,16,6.38,light rain
658,Gazanjyk,TM,39.24,55.52,64.31,26,60,8.14,broken clouds
659,Tual,ID,-5.67,132.75,83.14,75,100,9.33,light rain
660,Belaya Rechka,RU,43.44,43.53,55.4,76,90,2.24,overcast clouds
661,Chokwe,MZ,-24.53,32.98,72.7,68,16,6.93,few clouds
662,Taksimo,RU,56.34,114.88,2.75,78,0,0.49,clear sky
663,Kolokani,ML,13.57,-8.03,79.84,23,70,3.67,broken clouds
664,Vila Do Maio,CV,15.13,-23.22,80.6,51,0,12.75,clear sky
665,Kathu,TH,7.92,98.33,84.99,88,20,8.12,few clouds
666,Edson,CA,53.58,-116.44,69.8,14,1,9.17,clear sky
667,Parana,AR,-31.73,-60.52,72.93,44,0,7.09,clear sky
668,Evinayong,GQ,1.44,10.55,68.52,97,100,0.51,overcast clouds
669,Olafsvik,IS,64.89,-23.71,39.69,79,95,19.35,light rain
670,Ziniare,BF,12.58,-1.3,82.4,42,80,3.36,broken clouds
671,Muzhi,RU,65.37,64.67,26.44,93,70,10.0,broken clouds
672,Botwood,CA,49.15,-55.35,57.0,92,100,11.99,light rain
673,Camacari,BR,-12.7,-38.32,75.2,94,75,11.41,moderate rain
674,Rocha,UY,-34.48,-54.33,56.88,83,14,6.35,few clouds
675,La Rochelle,FR,46.17,-1.15,53.6,81,90,3.36,overcast clouds
676,Chicama,PE,-7.84,-79.15,68.85,62,71,8.48,broken clouds
677,Joshimath,IN,30.57,79.57,47.16,49,0,3.85,clear sky
678,Zonguldak,TR,41.25,31.83,44.94,86,0,3.24,clear sky
679,Petropavl,KZ,54.88,69.16,28.99,97,31,7.94,scattered clouds
680,Sangar,RU,63.92,127.47,-10.52,90,1,1.25,clear sky
681,Samarai,PG,-10.62,150.67,83.01,78,77,6.02,light rain
682,Minakuchi,JP,34.97,136.17,59.0,65,76,9.66,broken clouds
683,Santa Cruz De Tenerife,ES,28.47,-16.25,69.01,93,40,8.05,scattered clouds
684,Acajutla,SV,13.59,-89.83,80.6,51,20,4.7,few clouds
685,Mount Hagen,PG,-5.86,144.23,65.41,83,100,1.01,overcast clouds
686,Marquette,US,46.53,-87.63,46.0,52,1,11.41,clear sky
687,Ayan,RU,56.45,138.17,15.48,95,100,25.81,light snow
688,Ukiah,US,39.15,-123.21,87.01,13,1,3.36,clear sky
689,Svobodnyy,RU,51.4,128.13,13.68,89,100,16.11,overcast clouds
690,Touros,BR,-5.2,-35.46,80.6,78,20,16.11,few clouds
691,Yatou,CN,37.15,122.38,43.38,59,25,11.61,scattered clouds
692,Bilibino,RU,68.05,166.44,-5.6,89,93,3.4,overcast clouds
693,Krasnystaw,PL,50.98,23.17,50.0,100,90,4.7,overcast clouds
694,Melfi,IT,41.0,15.65,50.0,100,5,8.05,clear sky
695,Huancavelica,PE,-12.77,-74.98,46.71,63,100,4.14,light rain
